ActivityLevel,CourseName,CourseNumber,CoursePaidTime,CourseParkTime,CoursePreparationTime,CourseStartTimeLocal,CourseStartTimeUTC,CourseType,CourseUid,Destination,DestinationName,DisplayGroupId,FastTrackedTime,FirstDisplayTime,FirstStoreTime,FirstTenderTime,FirstViewedTime,FoodDeliveredTime,InsertDate,ItemCategory,ItemCookStartTime,ItemCookTime,ItemDescription,ItemId,ItemNumber,ItemQuantity,ItemTagTime,ItemUID,LastBumpTime,LastPreparedTime,LastRecallTime,LastTotalTime,LastUnbumpTime,Modifier1Id,Modifier2Id,Modifier3Id,ParentItemNumber,PriorityStatusReached,PriorityTime,RemakeTime,RushStatusReached,RushTime,ServerId,ServerName,SoSTag,StationType,seat,TerminalNumber,TimeStampLocal,TimeStampUTC,TopLevelItem,TransactionNumber,TransactionStartTimeLocal,TransactionStartTimeUIC,TransactionUID,UID,ViewId,ViewName,Token
1,ENTREES,1,-1,-1,1032,2022-03-28T18:07:25.72,2022-03-28T23:07:25.72,Entree,10a8874f-93d8-4992-9408-e807c091de34,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.832554,3264,8,1,MedWell,3264,6,1,-1,8920dbb5-6fb7-4eb0-9f03-b73fe7bdd8be,792,-1,-1,-1,-1,0,0,0,4,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,998,1,2022-03-28T18:20:38.102,2022-03-28T23:20:38.102,FALSE,309,2022-03-28T18:07:25.72,0001-01-01T00:00:00,8458ee81-4a98-4715-bd3a-e5bfd541bcf8,907732f6-1ea5-4d69-8724-8b9f31b75a34,9,BROILER,2022-03-28 18:20:38.102000_907732f6-1ea5-4d69-8724-8b9f31b75a34
1,ENTREES,1,-1,-1,1032,2022-03-28T18:07:25.72,2022-03-28T23:07:25.72,Entree,10a8874f-93d8-4992-9408-e807c091de34,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.832554,915,8,1,no Onions,915,7,1,-1,595ab410-5f54-48cd-af79-b2f82448a914,792,-1,-1,-1,-1,0,0,0,4,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,998,1,2022-03-28T18:20:38.104,2022-03-28T23:20:38.104,FALSE,309,2022-03-28T18:07:25.72,0001-01-01T00:00:00,8458ee81-4a98-4715-bd3a-e5bfd541bcf8,c9affb17-aa63-4320-8ac8-cfb1283b7130,9,BROILER,2022-03-28 18:20:38.104000_c9affb17-aa63-4320-8ac8-cfb1283b7130
1,ENTREES,1,-1,-1,1032,2022-03-28T18:07:25.72,2022-03-28T23:07:25.72,Entree,10a8874f-93d8-4992-9408-e807c091de34,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.832554,4825,8,1,FFry,4825,8,1,-1,c4cbefbd-9430-4c6f-b7a4-7b164819fc4d,792,-1,-1,-1,-1,0,0,0,4,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,998,1,2022-03-28T18:20:38.107,2022-03-28T23:20:38.107,FALSE,309,2022-03-28T18:07:25.72,0001-01-01T00:00:00,8458ee81-4a98-4715-bd3a-e5bfd541bcf8,d5764994-2345-4fd3-9128-6627f8744645,9,BROILER,2022-03-28 18:20:38.107000_d5764994-2345-4fd3-9128-6627f8744645
1,ENTREES,4,-1,-1,461,2022-03-28T18:08:47.358,2022-03-28T23:08:47.358,Entree,9dbc8c58-1d9a-45d6-b9ad-6031464273ae,1,Dining Room,1,0,14,-1,0,14,-1,2022-03-28T23:24:17.832554,6054,59,447,Spag Meatballs,6054,1,1,-1,14856527-0372-4b74-90d4-873e9447f64a,718,-1,-1,-1,-1,0,0,0,0,TRUE,255,0,FALSE,0,308,LATRESSA T,S14V114,Prep,91,10,2022-03-28T18:20:45.595,2022-03-28T23:20:45.595,TRUE,297,2022-03-28T17:56:34.698,0001-01-01T00:00:00,16af0494-fa57-442b-8121-908d36b0ae8b,b7814e2b-ba16-47bf-ac84-e9006ab229bb,14,PASTA,2022-03-28 18:20:45.595000_b7814e2b-ba16-47bf-ac84-e9006ab229bb
1,ENTREES,4,-1,-1,461,2022-03-28T18:08:47.358,2022-03-28T23:08:47.358,Entree,9dbc8c58-1d9a-45d6-b9ad-6031464273ae,1,Dining Room,1,0,0,-1,0,47,-1,2022-03-28T23:24:17.832554,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,718,718,-1,-1,-1,0,0,0,0,TRUE,255,0,FALSE,0,308,LATRESSA T,S08V108,Assembler,91,10,2022-03-28T18:20:45.614,2022-03-28T23:20:45.614,FALSE,297,2022-03-28T17:56:34.698,0001-01-01T00:00:00,16af0494-fa57-442b-8121-908d36b0ae8b,cdf6a8a4-5428-497e-8c20-e228491ce0eb,32,Entrees,2022-03-28 18:20:45.614000_cdf6a8a4-5428-497e-8c20-e228491ce0eb
1,ENTREES,3,-1,-1,623,2022-03-28T18:07:03.824,2022-03-28T23:07:03.824,Entree,646e6064-bc98-4ac3-812b-5619768fd8f8,1,Dining Room,1,0,80,-1,0,80,-1,2022-03-28T23:24:17.832554,3963,163,543,4Chz /Chkn,3963,1,1,-1,a4f427fa-dd08-4426-b307-085f04c07054,822,-1,-1,-1,-1,0,0,0,0,TRUE,198,0,FALSE,0,83,CHELCI W,S14V114,Prep,72,12,2022-03-28T18:20:46.545,2022-03-28T23:20:46.545,TRUE,300,2022-03-28T18:00:31.867,0001-01-01T00:00:00,a01bc283-d425-421b-8341-98f6102a24e2,9c896a78-ee26-4aec-9e6c-fe0234141110,14,PASTA,2022-03-28 18:20:46.545000_9c896a78-ee26-4aec-9e6c-fe0234141110
1,ENTREES,3,-1,-1,623,2022-03-28T18:07:03.824,2022-03-28T23:07:03.824,Entree,646e6064-bc98-4ac3-812b-5619768fd8f8,1,Dining Room,1,0,0,-1,0,106,-1,2022-03-28T23:24:17.832554,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,822,822,-1,-1,-1,0,0,0,0,TRUE,198,0,FALSE,0,83,CHELCI W,S08V108,Assembler,72,12,2022-03-28T18:20:46.563,2022-03-28T23:20:46.563,FALSE,300,2022-03-28T18:00:31.867,0001-01-01T00:00:00,a01bc283-d425-421b-8341-98f6102a24e2,d72d6481-2590-4462-a047-b18d4e84ade8,32,Entrees,2022-03-28 18:20:46.563000_d72d6481-2590-4462-a047-b18d4e84ade8
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.848182,7236,30,743,Fried Chkn Sand,7236,1,1,-1,98ac5e1a-bc34-4614-9d44-fec7ec126060,570,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,148,LAEL G,S11V111,Prep,998,1,2022-03-28T18:21:11.987,2022-03-28T23:21:11.987,TRUE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,238ae690-ec06-432e-859a-4deb3507993f,11,FRY,2022-03-28 18:21:11.987000_238ae690-ec06-432e-859a-4deb3507993f
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.848182,4825,30,1,FFry,4825,2,1,-1,d1214ada-ad99-409c-9569-0b1d9dc6604a,570,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S11V111,Prep,998,1,2022-03-28T18:21:11.993,2022-03-28T23:21:11.993,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,bcd8d00e-ec1a-45ee-80bc-5287119ad081,11,FRY,2022-03-28 18:21:11.993000_bcd8d00e-ec1a-45ee-80bc-5287119ad081
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.848182,928,30,1,no Pickle,928,3,1,-1,e6d4bd71-10a7-431d-99a8-08c68111a6bd,570,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S11V111,Prep,998,1,2022-03-28T18:21:11.997,2022-03-28T23:21:11.997,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,6aea208f-1b60-4309-bb9b-b7ed7fe44706,11,FRY,2022-03-28 18:21:11.997000_6aea208f-1b60-4309-bb9b-b7ed7fe44706
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.848182,4314,30,1,XSOS,4314,4,1,-1,7e725b0c-7c93-4808-a872-e8193e78f388,570,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S11V111,Prep,998,1,2022-03-28T18:21:12,2022-03-28T23:21:12,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,ecd725e8-21b3-458d-b9b6-51653f663e32,11,FRY,2022-03-28 18:21:12.000000_ecd725e8-21b3-458d-b9b6-51653f663e32
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.848182,2670,30,1,*To Go*,2670,5,1,-1,9e56ddf3-aa80-4cd1-be08-d0ffaba71dc2,570,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S11V111,Prep,998,1,2022-03-28T18:21:12.004,2022-03-28T23:21:12.004,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,f39d376f-c30f-46a9-b179-05fc6b50a768,11,FRY,2022-03-28 18:21:12.004000_f39d376f-c30f-46a9-b179-05fc6b50a768
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,0,-1,0,202,-1,2022-03-28T23:24:17.848182,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,570,570,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,148,LAEL G,S08V108,Assembler,998,1,2022-03-28T18:21:12.044,2022-03-28T23:21:12.044,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,be47bcd6-137c-459e-8ac1-d0cc73166177,32,Entrees,2022-03-28 18:21:12.044000_be47bcd6-137c-459e-8ac1-d0cc73166177
1,ENTREES,2,-1,-1,960,2022-03-28T18:16:16.742,2022-03-28T23:16:16.742,Entree,a2d9d209-99e9-4dc5-9c91-22844bc23dd4,1,Dining Room,1,0,242,-1,0,242,-1,2022-03-28T23:24:18.00867,6368,246,718,Pine AllChkn,6368,4,1,-1,ac2e5a31-ef4d-448e-a009-10063bf2fd58,317,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,501,JOSH D,S11V111,Prep,1,6,2022-03-28T18:21:34.651,2022-03-28T23:21:34.651,TRUE,315,2022-03-28T18:16:16.742,0001-01-01T00:00:00,e915ccd1-6f2e-45b2-86b3-178b7a034348,2b777cc6-a44d-442c-8e10-a56d36bc7bd7,11,FRY,2022-03-28 18:21:34.651000_2b777cc6-a44d-442c-8e10-a56d36bc7bd7
1,ENTREES,2,-1,-1,960,2022-03-28T18:16:16.742,2022-03-28T23:16:16.742,Entree,a2d9d209-99e9-4dc5-9c91-22844bc23dd4,1,Dining Room,1,0,242,-1,0,242,-1,2022-03-28T23:24:18.00867,5181,246,1,Brown Rice,5181,5,1,-1,23e34185-a3ab-4762-99fb-27af9d349b1a,317,-1,-1,-1,-1,0,0,0,4,FALSE,0,0,FALSE,0,501,JOSH D,S11V111,Prep,1,6,2022-03-28T18:21:34.657,2022-03-28T23:21:34.657,FALSE,315,2022-03-28T18:16:16.742,0001-01-01T00:00:00,e915ccd1-6f2e-45b2-86b3-178b7a034348,860e5bd6-9fa3-4c30-9b1a-116235566e4b,11,FRY,2022-03-28 18:21:34.657000_860e5bd6-9fa3-4c30-9b1a-116235566e4b
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:18.00867,1142,16,559,The Club Sand,1142,1,1,-1,d74fb178-2855-498e-8cf6-c7badf17fd40,520,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,148,LAEL G,S06V106,Prep,998,1,2022-03-28T18:21:36.583,2022-03-28T23:21:36.583,TRUE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,c570d0e4-d1b9-42f4-a7f1-3458192f03b4,6,SANDWICH,2022-03-28 18:21:36.583000_c570d0e4-d1b9-42f4-a7f1-3458192f03b4
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:18.00867,4825,16,1,FFry,4825,2,1,-1,e8eb4b63-1331-496c-9b17-7abb4e9ce64a,520,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S06V106,Prep,998,1,2022-03-28T18:21:36.586,2022-03-28T23:21:36.586,FALSE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,b672516b-9eb0-4863-a83a-81c314713ecc,6,SANDWICH,2022-03-28 18:21:36.586000_b672516b-9eb0-4863-a83a-81c314713ecc
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:18.00867,1128,16,1,no Tomato,1128,3,1,-1,544f34fc-fd95-4f32-ab38-23ccaba16297,520,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S06V106,Prep,998,1,2022-03-28T18:21:36.589,2022-03-28T23:21:36.589,FALSE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,0b875c57-3f23-4cf3-86d1-659d6e8a04ad,6,SANDWICH,2022-03-28 18:21:36.589000_0b875c57-3f23-4cf3-86d1-659d6e8a04ad
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:18.00867,2670,16,1,*To Go*,2670,4,1,-1,cd5cf646-a99e-4827-b7b9-0ccc29f49303,520,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,148,LAEL G,S06V106,Prep,998,1,2022-03-28T18:21:36.591,2022-03-28T23:21:36.591,FALSE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,a6d1c4c6-3c7c-4f39-a277-b18fd3a71bc8,6,SANDWICH,2022-03-28 18:21:36.591000_a6d1c4c6-3c7c-4f39-a277-b18fd3a71bc8
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,0,-1,0,128,-1,2022-03-28T23:24:18.00867,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,520,520,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,148,LAEL G,S08V108,Assembler,998,1,2022-03-28T18:21:36.631,2022-03-28T23:21:36.631,FALSE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,117727c1-3632-4a1a-88de-43709fc762d8,32,Entrees,2022-03-28 18:21:36.631000_117727c1-3632-4a1a-88de-43709fc762d8
1,ENTREES,4,-1,-1,461,2022-03-28T18:08:47.358,2022-03-28T23:08:47.358,Entree,9dbc8c58-1d9a-45d6-b9ad-6031464273ae,1,Dining Room,1,0,718,-1,0,718,-1,2022-03-28T23:24:18.00867,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,769,718,-1,-1,-1,0,0,0,0,TRUE,0,0,TRUE,5,308,LATRESSA T,View 1509,Expediter,91,10,2022-03-28T18:21:36.673,2022-03-28T23:21:36.673,FALSE,297,2022-03-28T17:56:34.698,0001-01-01T00:00:00,16af0494-fa57-442b-8121-908d36b0ae8b,fb8c2568-dec0-4b88-9163-663299562124,15,Need To Run,2022-03-28 18:21:36.673000_fb8c2568-dec0-4b88-9163-663299562124
1,ENTREES,3,-1,-1,623,2022-03-28T18:07:03.824,2022-03-28T23:07:03.824,Entree,646e6064-bc98-4ac3-812b-5619768fd8f8,1,Dining Room,1,0,822,-1,0,822,-1,2022-03-28T23:24:18.00867,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,890,822,-1,-1,-1,0,0,0,0,TRUE,0,0,TRUE,22,83,CHELCI W,View 1509,Expediter,72,12,2022-03-28T18:21:54.476,2022-03-28T23:21:54.476,FALSE,300,2022-03-28T18:00:31.867,0001-01-01T00:00:00,a01bc283-d425-421b-8341-98f6102a24e2,9e928d82-cff9-4519-9e90-fc0e547bfe50,15,Need To Run,2022-03-28 18:21:54.476000_9e928d82-cff9-4519-9e90-fc0e547bfe50
1,ENTREES,1,-1,-1,743,2022-03-28T18:11:41.366,2022-03-28T23:11:41.366,Entree,ec4afe91-13b8-4999-a353-c2b828dda0f9,1,Dining Room,1,0,570,-1,0,570,-1,2022-03-28T23:24:17.910682,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,679,570,-1,-1,-1,0,0,0,0,TRUE,0,0,TRUE,64,148,LAEL G,View 1509,Expediter,998,1,2022-03-28T18:23:01.295,2022-03-28T23:23:01.295,FALSE,307,2022-03-28T18:11:41.366,0001-01-01T00:00:00,ab9f95d3-7e1c-401b-b86a-87ccd3475a17,59277e81-f886-4667-9a09-a8c212046ff4,15,Need To Run,2022-03-28 18:23:01.295000_59277e81-f886-4667-9a09-a8c212046ff4
